sex,row_number,liters_drunk,age,drink,check_number,label
Ж,26.0,2,53,Bugbeer,3,0
Не указан,90.0,1,67,Fanta,1605,0
Ж,68.0,13020600,72,Water,4999,0
Ж,85.0,2,71,Cola,6052,1
Не указан,84.0,5,11,Fanta,9943,1
Ж,56.0,1,28,Bugbeer,5672,1
Не указан,60.0,4,48,Fanta,1261,1
Не указан,26.0,3,10,Fanta,9914,1
Ж,85.0,0,10,Fanta,588,1
Не указан,65.0,2,70,Cola,569,0
Не указан,10.0,1,74,Beerbeer,455,1
Не указан,46.0,5,73,Beerbeer,6818,1
М,28.0,2,47,Fanta,2656,0
М,92.0,2,69,Bugbeer,9482,0
Не указан,85.0,5,60,Cola,127,0
Не указан,18.0,1,77,Fanta,1620,1
Ж,73.0,5,35,Fanta,6455,1
Не указан,80.0,26978680,41,Fanta,4620,0
Не указан,60.0,-5,16,Cola,6833,0
М,35.0,5,56,Fanta,8016,1
Не указан,29.0,0,49,Beerbeer,113,0
Не указан,81.0,0,38,Water,9683,1
Не указан,37.0,5,74,Cola,1906,1
Ж,32.0,3,14,Fanta,8637,1
Ж,97.0,5,79,Water,9666,0
М,9.0,1,40,Water,7986,0
Не указан,27.0,2,51,Fanta,7862,1
М,73.0,3,54,Fanta,6539,0
М,47.0,2,59,Fanta,4132,0
Ж,14.0,0,32,Fanta,8306,0
Не указан,,4,16,Water,8296,1
Не указан,10.0,27734419,67,Cola,1511,1
Не указан,38.0,1,59,Water,4539,0
М,66.0,5,58,Cola,565,0
М,57.0,5,78,Water,8317,1
Не указан,86.0,5,72,Beerbeer,3857,1
Ж,63.0,0,13,Fanta,9494,0
Ж,89.0,0,49,Fanta,3512,1
Ж,40.0,20886419,22,Bugbeer,8363,1
Не указан,46.0,5,72,Cola,4425,1
М,82.0,0,48,Cola,9585,1
Не указан,27.0,3,56,Strong beer,5097,0
М,19.0,1,53,Water,9875,1
М,65.0,2,40,Fanta,2226,0
Ж,62.0,4,22,Cola,6827,1
Ж,89.0,2,68,Strong beer,9555,0
Ж,12.0,2,50,Bugbeer,6854,0
Ж,67.0,3,68,Strong beer,8873,1
Не указан,,1,75,Fanta,1670,1
Не указан,91.0,7372691,34,Fanta,419,0
М,70.0,5,22,Strong beer,7060,1
Ж,36.0,3,71,Water,9004,1
Не указан,56.0,3,52,Strong beer,7622,0
Ж,32.0,-4,74,Beerbeer,3675,1
М,95.0,4,46,Fanta,6680,1
М,83.0,5,71,Beerbeer,8382,1
Ж,,0,43,Strong beer,4754,1
Ж,33.0,1,64,Strong beer,983,1
М,79.0,0,63,Water,7649,1
Не указан,32.0,4,10,Water,9114,1
Не указан,1.0,4,50,Beerbeer,6478,0
Не указан,62.0,0,72,Cola,4329,1
Не указан,2.0,4,47,Strong beer,2941,1
М,17.0,1,72,Beerbeer,8034,0
Ж,72.0,0,19,Cola,687,0
Ж,47.0,-4,63,Fanta,2975,0
М,16.0,0,55,Bugbeer,6005,1
Ж,19.0,3,60,Bugbeer,3042,0
М,28.0,4,44,Beerbeer,8414,1
Не указан,38.0,3,77,Water,6972,0
М,1.0,1,12,Cola,7611,1
М,43.0,1,60,Water,3218,1
Не указан,81.0,2,58,Cola,1689,1
Ж,45.0,4,42,Cola,8945,1
М,79.0,1,10,Water,6427,0
Не указан,59.0,1,17,Water,6200,1
М,77.0,4,55,Cola,6497,0
М,51.0,5,16,Cola,6113,1
Не указан,92.0,2,73,Strong beer,4467,1
Ж,22.0,5,58,Beerbeer,9639,1
Не указан,12.0,1,74,Water,7541,1
М,87.0,1,71,Fanta,7517,0
Не указан,0.0,5,63,Fanta,4705,0
Ж,55.0,4,52,Strong beer,7235,0
Ж,26.0,5,29,Water,8947,1
Ж,82.0,0,23,Water,8475,1
Не указан,10.0,13227249,10,Water,3187,1
Ж,20.0,4,55,Fanta,1050,1
М,19.0,5,46,Strong beer,7706,1
М,77.0,0,22,Beerbeer,7088,1
Не указан,95.0,3,60,Water,3188,1
М,90.0,5,52,Strong beer,540,0
М,45.0,4,32,Water,3969,0
Ж,30.0,0,77,Cola,4987,1
М,8.0,40808230,64,Strong beer,593,1
Ж,60.0,0,10,Water,3869,0
М,26.0,2,57,Cola,2936,0
Ж,43.0,5,59,Cola,7445,0
Ж,96.0,1,13,Fanta,4068,0
М,41.0,5,20,Cola,326,0
Ж,87.0,5,22,Bugbeer,2090,1
М,64.0,5,40,Bugbeer,3902,1
М,100.0,2,32,Fanta,4295,0
Ж,4.0,4,52,Cola,3673,0
М,21.0,0,44,Water,4665,0
М,7.0,2,65,Fanta,2442,0
М,41.0,4,30,Strong beer,2684,1
М,76.0,5,24,Strong beer,790,1
М,,0,62,Water,7884,1
Не указан,10.0,2,79,Fanta,966,0
М,,4,16,Water,7016,0
Не указан,78.0,2,58,Cola,7213,0
Не указан,45.0,4,58,Bugbeer,7643,1
Ж,64.0,3,37,Beerbeer,4301,1
Не указан,54.0,0,20,Cola,8183,1
М,28.0,2,46,Beerbeer,762,0
М,6.0,2,72,Beerbeer,6684,0
Не указан,73.0,4,79,Beerbeer,376,0
Не указан,22.0,5,36,Cola,1321,1
М,72.0,1,19,Fanta,3473,1
Не указан,20.0,1,24,Bugbeer,5156,1
М,,1,18,Fanta,9567,1
Ж,39.0,0,16,Fanta,5322,0
Ж,30.0,2,45,Beerbeer,1802,1
М,28.0,1,12,Cola,8148,0
Не указан,95.0,2,46,Bugbeer,5748,1
Не указан,56.0,0,69,Fanta,7857,0
Не указан,53.0,5,52,Water,9611,1
Не указан,1.0,1,29,Cola,5394,1
М,68.0,69408755,32,Fanta,3461,1
Не указан,41.0,3,57,Water,2981,0
М,99.0,2,18,Cola,262,1
Не указан,24.0,4,44,Cola,1195,0
Ж,,4,50,Beerbeer,9657,0
М,56.0,4,33,Fanta,8362,1
М,3.0,0,57,Bugbeer,9755,1
Ж,34.0,78047792,78,Strong beer,3378,0
Не указан,,2,57,Cola,607,0
М,65.0,5,77,Fanta,9332,1
Ж,55.0,0,69,Fanta,6434,0
М,59.0,3,80,Fanta,8580,1
Не указан,93.0,2,65,Water,9416,1
М,69.0,3,67,Water,9758,0
Ж,50.0,38702649,54,Cola,707,1
Не указан,82.0,2,66,Fanta,7767,0
Ж,39.0,1,19,Fanta,6651,1
М,31.0,5,41,Beerbeer,5934,1
Не указан,84.0,3,36,Bugbeer,5033,1
М,41.0,4,74,Bugbeer,8275,0
М,92.0,5,12,Cola,6580,1
М,14.0,5,21,Fanta,2469,1
М,65.0,1,20,Fanta,2359,1
Ж,83.0,5,37,Beerbeer,792,1
М,19.0,4,78,Cola,6395,1
Не указан,15.0,4,59,Cola,3341,1
Не указан,28.0,4,56,Strong beer,9573,1
Ж,63.0,4,48,Cola,5214,0
Не указан,74.0,5,13,Water,4391,1
Ж,80.0,5,70,Fanta,4062,1
М,,0,45,Water,5413,1
Не указан,3.0,3,54,Strong beer,9283,0
М,47.0,3,19,Fanta,6513,1
Ж,83.0,1,29,Cola,5066,1
Ж,97.0,1,11,Cola,813,1
Не указан,56.0,2,44,Strong beer,2783,0
М,52.0,2,33,Cola,6898,1
Ж,,4,75,Cola,14,1
Ж,6.0,-3,32,Bugbeer,808,1
Ж,10.0,1,77,Water,5985,0
М,74.0,0,27,Beerbeer,5145,0
Ж,63.0,1,18,Water,6874,0
М,92.0,3,73,Cola,3235,1
М,61.0,-6,64,Water,5791,1
Ж,78.0,0,28,Water,2958,1
Ж,38.0,0,57,Water,1854,1
Ж,43.0,3,73,Fanta,6319,1
М,60.0,3,62,Strong beer,4731,1
М,79.0,3,48,Cola,260,1
Ж,97.0,0,41,Strong beer,1222,0
Не указан,80.0,8838843,46,Bugbeer,8634,0
М,,0,34,Strong beer,7333,0
М,67.0,3,59,Bugbeer,6138,0
М,53.0,5,14,Cola,7070,1
М,81.0,2,34,Fanta,7508,1
М,88.0,2,42,Strong beer,5006,0
М,4.0,4,25,Cola,8743,1
Ж,51.0,4,79,Cola,3035,1
Ж,77.0,4,23,Fanta,7973,1
М,12.0,2,58,Beerbeer,9910,1
Ж,44.0,5,32,Beerbeer,2210,1
Ж,71.0,3,59,Beerbeer,6323,1
М,70.0,0,71,Fanta,2524,1
Ж,72.0,3,27,Water,8874,0
Ж,91.0,4,10,Cola,722,1
Не указан,82.0,3,66,Beerbeer,7147,1
М,,24042756,66,Water,8594,1
Не указан,83.0,5,64,Strong beer,1460,0
Ж,0.0,4,24,Fanta,3462,1
М,6.0,0,54,Fanta,7327,1
Не указан,89.0,4,74,Water,5309,0
М,41.0,2,13,Water,4477,0
Ж,30.0,2,54,Cola,2517,0
М,80.0,4,72,Water,8344,0
М,42.0,0,79,Beerbeer,4158,0
М,23.0,5,34,Beerbeer,4315,1
М,69.0,1,15,Cola,8840,1
М,88.0,0,49,Beerbeer,1248,0
Не указан,66.0,5,74,Bugbeer,69,1
Не указан,9.0,-6,41,Strong beer,3979,0
Ж,21.0,1,44,Cola,4957,0
Ж,0.0,4,28,Water,6140,1
М,52.0,83420849,53,Beerbeer,8751,0
М,43.0,56171093,28,Beerbeer,1369,1
Не указан,82.0,2,72,Beerbeer,7588,1
М,40.0,5,71,Strong beer,9255,1
М,47.0,2,46,Water,6212,1
М,7.0,4,62,Beerbeer,7889,1
Ж,36.0,1,39,Beerbeer,2102,1
Не указан,56.0,1,73,Strong beer,5515,0
Не указан,43.0,70188581,42,Cola,2600,0
М,42.0,0,34,Cola,1361,1
Ж,87.0,4,22,Fanta,5890,0
М,47.0,3,71,Water,59,1
Не указан,62.0,1,75,Water,7548,0
М,40.0,4,54,Strong beer,6984,0
М,39.0,2,33,Fanta,5520,0
Ж,,5,64,Water,4058,1
М,7.0,0,22,Cola,355,0
Ж,31.0,5,73,Beerbeer,4961,1
М,0.0,3,69,Strong beer,6223,1
Не указан,30.0,4,17,Cola,8633,1
М,92.0,4,23,Bugbeer,599,1
Не указан,10.0,3,57,Strong beer,8870,1
Ж,11.0,2,10,Water,737,0
Не указан,26.0,1,47,Beerbeer,6582,0
Не указан,67.0,3,36,Fanta,2101,0
Ж,82.0,2,44,Strong beer,361,0
Ж,51.0,2,48,Beerbeer,3930,0
М,99.0,0,65,Strong beer,9178,1
Ж,92.0,5,31,Cola,2569,1
Ж,63.0,5,23,Strong beer,2638,1
Не указан,30.0,4,54,Strong beer,1251,0
М,86.0,5,50,Bugbeer,4778,0
Не указан,56.0,5,30,Water,3067,1
М,85.0,4,15,Cola,397,0
М,7.0,2,41,Bugbeer,8644,0
М,1.0,0,45,Beerbeer,9909,1
Ж,94.0,3,73,Fanta,3353,1
Ж,62.0,3,60,Strong beer,1977,1
М,19.0,4,46,Fanta,6963,0
Ж,73.0,0,73,Fanta,3633,0
Не указан,17.0,5,44,Cola,247,0
Не указан,96.0,0,62,Cola,7735,1
Не указан,23.0,1,70,Water,9726,1
М,7.0,5,51,Bugbeer,6524,0
М,1.0,0,42,Cola,3106,1
Не указан,63.0,-1,60,Cola,4457,0
М,22.0,2,80,Beerbeer,8445,0
Ж,31.0,2,71,Fanta,3143,0
Не указан,7.0,4,24,Bugbeer,1287,1
Не указан,94.0,0,44,Water,3387,1
М,32.0,5,13,Water,4570,1
Не указан,8.0,2,50,Strong beer,2592,1
Ж,9.0,5,64,Bugbeer,9431,0
М,88.0,4,74,Strong beer,1023,1
Не указан,1.0,4,42,Strong beer,7306,1
Ж,32.0,3,78,Cola,1418,0
М,33.0,3,72,Water,4350,0
Ж,42.0,1,26,Water,4699,1
Не указан,47.0,1,59,Bugbeer,658,1
Ж,47.0,17856926,25,Bugbeer,1684,0
М,94.0,5,71,Bugbeer,4176,1
М,49.0,4,48,Water,7740,1
Ж,39.0,2,29,Bugbeer,8319,0
М,21.0,-1,65,Water,1869,0
Ж,37.0,1,21,Fanta,5113,1
Не указан,63.0,1,66,Beerbeer,6940,1
М,38.0,1,73,Bugbeer,8323,0
М,56.0,23136026,30,Bugbeer,8540,0
М,54.0,5,35,Cola,9711,1
Ж,22.0,1,24,Strong beer,8285,0
Не указан,70.0,5,29,Beerbeer,1043,1
Не указан,0.0,2,72,Water,948,1
М,89.0,3,10,Fanta,5268,1
Ж,77.0,5,43,Bugbeer,8596,1
Не указан,1.0,2,37,Fanta,8533,0
Ж,70.0,-6,39,Cola,4405,1
Не указан,,3,46,Cola,4436,0
Не указан,6.0,2,16,Cola,4198,1
Не указан,,4,72,Water,9952,1
Не указан,24.0,2,26,Bugbeer,9123,1
Не указан,10.0,3,54,Strong beer,5661,0
Ж,28.0,3,60,Cola,6334,0
М,95.0,0,13,Fanta,2640,0
Не указан,15.0,0,46,Beerbeer,200,0
М,11.0,3,23,Strong beer,1589,0
Не указан,,1,27,Water,9772,0
Не указан,83.0,0,27,Strong beer,9279,1
М,82.0,3,68,Strong beer,9628,1
М,83.0,2,24,Water,9563,1
Ж,6.0,1,15,Fanta,184,0
Не указан,12.0,2,44,Water,1495,0
Не указан,21.0,-4,21,Strong beer,5860,1
М,21.0,-6,14,Water,4604,1
Ж,,1,75,Fanta,5440,0
Не указан,79.0,2,37,Water,366,1
М,57.0,5,32,Cola,8359,1
Ж,19.0,3,65,Fanta,825,1
Ж,50.0,2854082,13,Cola,5957,1
Ж,61.0,3,58,Water,8489,0
Ж,62.0,2,56,Cola,7462,0
Ж,4.0,5,41,Bugbeer,4199,1
Ж,18.0,4,37,Cola,9046,0
М,40.0,2,55,Beerbeer,6066,0
Не указан,53.0,0,70,Strong beer,1426,1
Ж,35.0,92943979,41,Cola,631,1
Не указан,63.0,5,65,Water,1056,1
Ж,45.0,3,34,Strong beer,1922,1
М,18.0,3,13,Water,3841,1
Не указан,51.0,53557360,45,Beerbeer,1401,0
Не указан,68.0,4,40,Beerbeer,3073,1
Ж,53.0,5,73,Water,4687,0
Ж,61.0,0,25,Strong beer,8683,0
Ж,8.0,3,66,Fanta,8266,1
М,26.0,5,17,Cola,6313,1
М,54.0,4,38,Bugbeer,4622,1
Ж,60.0,4,67,Cola,8371,0
Не указан,3.0,4,38,Beerbeer,6252,1
Ж,29.0,4,80,Bugbeer,5408,1
М,62.0,1,28,Fanta,6279,0
Ж,19.0,5,38,Strong beer,9328,1
М,6.0,4,20,Fanta,6324,0
М,63.0,5,39,Water,8741,1
М,74.0,1,53,Beerbeer,9965,1
Не указан,61.0,0,66,Bugbeer,8563,0
Ж,74.0,3,47,Beerbeer,6965,1
Не указан,76.0,3,61,Fanta,5865,0
Ж,72.0,3,59,Cola,22,0
М,23.0,-4,79,Strong beer,8718,1
Ж,8.0,2,24,Beerbeer,4351,0
Ж,0.0,5,20,Water,2699,1
Ж,44.0,2,51,Bugbeer,7283,0
М,54.0,4,33,Beerbeer,849,1
Ж,63.0,4,73,Bugbeer,3826,0
Ж,80.0,3,74,Water,5303,1
Ж,24.0,4,68,Fanta,9613,0
Не указан,92.0,862365,54,Water,7442,0
Ж,23.0,3,76,Cola,1190,1
Ж,66.0,34721927,38,Cola,5600,1
Ж,32.0,3,48,Cola,1968,0
М,78.0,0,52,Fanta,7036,0
Ж,66.0,4,27,Fanta,9109,1
Не указан,84.0,0,38,Bugbeer,6809,0
М,32.0,3,22,Water,9349,0
М,52.0,3,28,Cola,5968,1
М,53.0,1,66,Strong beer,7416,0
Не указан,97.0,5,71,Strong beer,7845,0
Ж,75.0,0,45,Fanta,6863,1
М,40.0,2,15,Fanta,6755,1
Ж,22.0,5,77,Beerbeer,2860,0
Ж,11.0,0,34,Fanta,3579,0
Не указан,81.0,2,58,Strong beer,2748,0
М,88.0,-3,64,Strong beer,7512,1
Ж,25.0,2,74,Cola,1889,1
М,40.0,4,38,Cola,4835,1
Ж,82.0,5,78,Fanta,2199,0
Ж,64.0,5,75,Beerbeer,4380,0
М,0.0,3,48,Water,3185,1
М,23.0,1,28,Bugbeer,8478,1
М,93.0,3,77,Bugbeer,4977,1
М,63.0,24235279,19,Cola,9063,0
Ж,22.0,5,47,Strong beer,643,1
М,18.0,3,29,Bugbeer,7098,0
Не указан,1.0,2,22,Bugbeer,869,1
Не указан,29.0,2,46,Bugbeer,8875,0
Не указан,43.0,1,30,Beerbeer,921,0
Не указан,57.0,1,28,Cola,9780,0
М,23.0,3,19,Cola,2365,1
Ж,61.0,3,69,Beerbeer,5758,0
Ж,37.0,0,66,Cola,1111,0
Ж,67.0,3,37,Water,2400,1
Ж,29.0,5,71,Water,4489,1
Не указан,12.0,4,77,Water,4146,1
Не указан,32.0,1,10,Water,5516,0
М,8.0,0,50,Cola,3427,1
М,64.0,5,34,Bugbeer,6949,1
Не указан,12.0,4,44,Water,7158,1
М,10.0,1,56,Beerbeer,3505,1
Не указан,52.0,-2,68,Fanta,5116,1
Ж,74.0,4,66,Fanta,4168,0
Ж,52.0,1,24,Beerbeer,2605,1
М,61.0,5,75,Strong beer,369,0
Ж,19.0,3,70,Fanta,7961,0
Не указан,38.0,4,30,Strong beer,891,1
М,44.0,2,42,Cola,9374,1
М,19.0,2,26,Strong beer,2017,1
М,65.0,2,25,Cola,2405,0
Не указан,99.0,4,53,Bugbeer,255,1
Ж,86.0,-4,19,Water,4047,0
М,44.0,5,45,Cola,6001,1
М,79.0,2,55,Bugbeer,7438,1
Ж,0.0,2,31,Strong beer,5580,1
М,45.0,4,54,Bugbeer,5513,0
М,75.0,0,39,Beerbeer,5155,1
М,32.0,2,28,Strong beer,2745,1
Не указан,10.0,3,54,Bugbeer,1472,0
М,56.0,1,53,Cola,8025,0
М,91.0,4,52,Fanta,7443,0
М,99.0,3,79,Cola,180,1
Не указан,12.0,2,44,Cola,5840,1
М,47.0,4,78,Beerbeer,9213,0
Не указан,22.0,33495347,66,Fanta,4575,0
Ж,45.0,2,59,Water,7246,0
Ж,49.0,4,22,Cola,7581,1
М,18.0,4,74,Cola,9993,0
Не указан,34.0,0,47,Water,559,0
Ж,54.0,0,79,Bugbeer,4907,1
Не указан,9.0,5,54,Cola,3066,1
Не указан,61.0,9001965,37,Water,8095,1
М,62.0,3,54,Cola,6730,1
М,27.0,2,44,Strong beer,3437,1
Ж,19.0,1,77,Bugbeer,9056,1
Не указан,83.0,0,71,Cola,9456,0
Не указан,99.0,4,26,Beerbeer,5634,1
Не указан,,1,67,Beerbeer,9253,1
Не указан,67.0,5,30,Cola,6389,1
Не указан,85.0,5,14,Fanta,193,1
Не указан,17.0,2,51,Cola,8867,0
Не указан,93.0,2,18,Water,3744,1
М,87.0,5,74,Beerbeer,4963,1
М,1.0,1,39,Fanta,845,1
М,88.0,0,31,Water,6413,0
М,52.0,1,54,Cola,4378,0
Не указан,74.0,4,52,Water,79,1
М,95.0,2,44,Fanta,6821,0
Не указан,80.0,5,22,Strong beer,8144,1
Ж,69.0,5,37,Fanta,7440,0
Ж,38.0,1,20,Water,4738,0
М,71.0,41012064,45,Cola,1805,1
Ж,70.0,0,10,Water,1416,0
Не указан,3.0,3,64,Beerbeer,8847,1
М,66.0,3,42,Water,587,1
Ж,58.0,4,80,Water,2893,1
Ж,20.0,3,17,Fanta,5215,1
Ж,38.0,1,48,Bugbeer,5833,1
М,18.0,0,52,Fanta,4484,0
Ж,,5,45,Cola,7122,1
М,38.0,3,52,Cola,1167,0
Не указан,47.0,5,17,Cola,998,1
Не указан,81.0,1,67,Strong beer,5918,0
Ж,25.0,2,59,Cola,8442,0
Не указан,21.0,3,58,Bugbeer,1815,1
Не указан,72.0,5,72,Bugbeer,1109,1
Ж,42.0,19429735,57,Strong beer,4106,1
Ж,43.0,2,42,Strong beer,1477,1
Ж,28.0,-4,31,Water,5864,0
Ж,42.0,1,54,Fanta,9270,0
М,57.0,3,43,Cola,2132,1
Не указан,61.0,2,13,Water,8527,1
М,88.0,0,51,Strong beer,7245,1
Не указан,5.0,1,15,Cola,6663,0
Ж,38.0,3,61,Bugbeer,2694,0
Не указан,83.0,-1,18,Fanta,1170,0
Ж,,76926061,75,Bugbeer,4017,0
Ж,45.0,0,44,Water,1465,0
Ж,,2,63,Strong beer,3292,0
Не указан,18.0,0,59,Bugbeer,499,1
М,28.0,4,69,Strong beer,9330,1
Не указан,40.0,4,22,Strong beer,6114,1
Не указан,19.0,3,54,Water,6571,1
М,75.0,3,69,Cola,5951,1
М,23.0,0,46,Fanta,7635,0
Не указан,10.0,4,74,Water,968,0
Не указан,10.0,5,23,Bugbeer,6253,1
М,75.0,4,49,Bugbeer,269,1
Ж,23.0,2,13,Water,9129,0
М,70.0,4,65,Fanta,9000,1
Не указан,83.0,2,32,Beerbeer,8591,0
М,97.0,4,77,Beerbeer,4052,0
М,9.0,5,76,Strong beer,160,0
Ж,49.0,0,20,Cola,3834,1
Ж,22.0,0,75,Beerbeer,7669,0
М,64.0,5,14,Cola,3096,1
М,64.0,1,79,Bugbeer,2548,1
Ж,63.0,1,50,Beerbeer,8552,0
Не указан,64.0,0,40,Fanta,1345,1
Не указан,44.0,3,47,Beerbeer,2421,1
Ж,53.0,0,58,Cola,4116,0
М,92.0,0,49,Water,771,1
Не указан,87.0,5,21,Beerbeer,6349,1
М,99.0,2,28,Water,5525,1
Ж,26.0,1,73,Cola,2369,1
М,40.0,4,17,Water,385,1
М,95.0,23334860,43,Fanta,3726,1
Ж,42.0,0,53,Beerbeer,1540,1
Не указан,,5,26,Beerbeer,2869,1
Ж,84.0,0,28,Beerbeer,1710,0
Не указан,,4,65,Water,3804,1
Не указан,90.0,-5,52,Bugbeer,225,0
Ж,22.0,5,30,Fanta,1530,0
М,2.0,2,23,Bugbeer,9712,1
Ж,66.0,3,35,Strong beer,8631,1
Ж,59.0,4,61,Strong beer,2662,1
Не указан,84.0,3,66,Beerbeer,1625,0
М,37.0,1,43,Water,3195,1
Ж,57.0,0,78,Cola,3363,0
М,59.0,0,40,Strong beer,4789,0
Не указан,4.0,0,45,Fanta,3988,1
Не указан,69.0,4,78,Bugbeer,7690,1
Ж,6.0,4,44,Cola,5944,1
Не указан,42.0,5,61,Strong beer,3146,0
Не указан,65.0,5,26,Fanta,9804,1
Не указан,54.0,2,60,Bugbeer,1983,1
М,8.0,3,67,Water,318,1
Ж,,-5,50,Fanta,9777,1
Ж,25.0,1,10,Water,64,0
Ж,28.0,-1,77,Water,3850,1
М,5.0,5,13,Cola,754,1
Ж,95.0,0,39,Cola,8986,0
Ж,83.0,1,43,Cola,5852,1
М,,5,73,Bugbeer,1068,1
М,46.0,4,20,Water,5612,1
М,3.0,0,13,Fanta,2698,1
Ж,,3,72,Bugbeer,1329,0
Ж,40.0,1,25,Fanta,6642,1
М,38.0,-5,51,Cola,9351,1
Не указан,86.0,4,43,Fanta,3570,1
Не указан,,3,64,Cola,7766,1
Не указан,15.0,0,67,Fanta,2808,1
Не указан,70.0,4,55,Water,4065,0
М,37.0,1,72,Beerbeer,3142,1
Ж,9.0,0,55,Cola,3699,0
М,9.0,5,26,Fanta,4553,0
Не указан,77.0,0,61,Fanta,2471,0
Не указан,62.0,2,52,Beerbeer,7653,0
М,28.0,0,42,Fanta,1567,1
М,33.0,2,65,Strong beer,5405,1
М,79.0,-4,53,Beerbeer,3417,0
М,72.0,-5,18,Fanta,5552,0
Не указан,81.0,1,70,Fanta,8679,0
М,72.0,2,70,Fanta,9239,0
Не указан,43.0,0,56,Bugbeer,8906,0
М,5.0,0,79,Bugbeer,605,0
Не указан,98.0,3,11,Fanta,6588,1
М,25.0,3,56,Water,3110,1
М,5.0,56661031,30,Bugbeer,5625,1
М,,3,52,Cola,6472,0
Не указан,24.0,4,72,Beerbeer,6723,0
Не указан,85.0,5,76,Beerbeer,4322,1
М,6.0,1,26,Strong beer,1945,0
Не указан,85.0,1,49,Fanta,2295,0
Не указан,35.0,5,78,Beerbeer,2151,0
Ж,84.0,3,60,Cola,5221,1
Ж,37.0,0,71,Strong beer,7882,1
Не указан,8.0,0,61,Cola,340,0
Не указан,94.0,3,80,Bugbeer,8932,1
Не указан,88.0,4,16,Fanta,3303,1
М,63.0,0,16,Cola,3203,1
М,19.0,5,78,Beerbeer,2385,1
М,27.0,7309393,32,Strong beer,2108,0
Не указан,2.0,0,26,Strong beer,6868,0
М,28.0,5,36,Beerbeer,9739,1
Ж,21.0,5,31,Fanta,198,0
Не указан,68.0,2,54,Strong beer,3679,0
Не указан,82.0,5475005,76,Beerbeer,9136,1
М,33.0,1,42,Bugbeer,6801,1
Ж,54.0,3,51,Water,3732,1
М,9.0,1,41,Water,1929,0
Не указан,37.0,0,52,Beerbeer,4774,1
Не указан,78.0,0,66,Beerbeer,2345,0
Ж,,5,24,Bugbeer,5963,1
Ж,54.0,1,37,Bugbeer,1262,1
Не указан,36.0,5,14,Fanta,7182,1
Ж,6.0,2,79,Strong beer,9789,1
М,31.0,4,65,Bugbeer,4273,1
Ж,21.0,5,14,Water,4367,1
М,51.0,4,15,Cola,1928,1
Не указан,88.0,2,77,Water,4296,0
Не указан,61.0,5,75,Water,349,0
Ж,95.0,4,25,Water,5535,0
Ж,22.0,0,80,Bugbeer,5211,1
Ж,91.0,5,35,Bugbeer,7251,1
Не указан,51.0,4,39,Strong beer,2641,1
М,19.0,1,63,Water,1982,1
М,2.0,0,59,Water,7618,1
Не указан,,4,15,Water,5704,0
М,21.0,0,63,Cola,4247,1
Не указан,,2,10,Cola,3935,0
М,9.0,0,52,Bugbeer,1607,1
М,20.0,0,20,Water,739,1
Не указан,97.0,0,75,Water,6705,0
Не указан,68.0,4,33,Water,5292,0
М,61.0,5,26,Beerbeer,2433,1
Ж,95.0,5,62,Strong beer,8558,1
Ж,26.0,4,48,Bugbeer,1667,1
М,64.0,3,56,Strong beer,7266,1
Ж,23.0,4,75,Water,4515,1
Ж,8.0,3,37,Fanta,1578,1
Не указан,52.0,5,73,Water,5549,1
М,25.0,0,33,Strong beer,2677,0
Ж,1.0,1,71,Cola,2221,0
Ж,64.0,1,29,Beerbeer,2488,0
Не указан,98.0,80911829,79,Water,652,1
М,97.0,0,44,Cola,2464,0
Ж,79.0,0,61,Bugbeer,3370,1
Не указан,72.0,53713293,34,Strong beer,2402,0
Ж,6.0,3,36,Bugbeer,2781,1
Не указан,,0,47,Bugbeer,330,0
Ж,25.0,3,12,Fanta,1319,1
Ж,34.0,2,34,Bugbeer,3678,0
М,16.0,1,17,Fanta,7336,0
М,51.0,2,74,Cola,5665,0
М,47.0,4,30,Strong beer,4013,1
Ж,68.0,3,32,Beerbeer,8998,0
Не указан,63.0,4,73,Fanta,5740,0
Ж,75.0,5,79,Fanta,9315,0
Не указан,71.0,0,41,Water,2527,0
М,21.0,2,79,Beerbeer,1849,1
Ж,76.0,2,15,Fanta,8642,0
М,73.0,5,17,Fanta,3229,1
Не указан,10.0,5,63,Strong beer,6961,0
М,5.0,4,38,Fanta,8992,1
Ж,98.0,0,71,Fanta,9621,0
М,82.0,1,66,Bugbeer,6128,0
Ж,1.0,2,37,Beerbeer,3598,1
Ж,91.0,5,17,Fanta,9633,1
Не указан,22.0,2,22,Beerbeer,7344,1
М,88.0,5,13,Fanta,6006,1
Ж,53.0,47280590,35,Cola,8019,1
Ж,82.0,0,16,Fanta,7066,0
Ж,84.0,4,24,Beerbeer,9084,1
М,30.0,4,29,Cola,8592,1
М,14.0,5,58,Cola,6226,0
Ж,91.0,2,21,Water,9764,0
Ж,59.0,0,58,Beerbeer,6088,0
Не указан,18.0,4,21,Beerbeer,9383,1
М,0.0,0,18,Water,2644,1
Не указан,16.0,2,46,Beerbeer,3046,1
Не указан,4.0,4,31,Water,5924,0
М,60.0,2,37,Water,9488,1
Не указан,99.0,4,41,Strong beer,360,1
М,91.0,5,74,Strong beer,1707,1
Не указан,54.0,3,72,Bugbeer,1293,0
М,74.0,4,39,Cola,6441,1
Ж,0.0,12305197,19,Water,3289,1
М,68.0,1,14,Cola,6859,1
М,82.0,1,24,Strong beer,4348,0
Ж,71.0,5,44,Beerbeer,8707,1
